fecha,tipo_recurso,plazo,afore,monto
2020-12-01,sb 90-94 promedio ponderado,24 meses,sura,15.1088
2021-01-01,sb 90-94 promedio ponderado,24 meses,sura,14.493
2021-02-01,sb 90-94 promedio ponderado,24 meses,sura,13.3035
2021-03-01,sb 90-94 promedio ponderado,24 meses,sura,12.1802
2021-04-01,sb 90-94 promedio ponderado,24 meses,sura,12.7783
2021-05-01,sb 90-94 promedio ponderado,24 meses,sura,13.3646
2021-06-01,sb 90-94 promedio ponderado,24 meses,sura,12.0887
2021-07-01,sb 90-94 promedio ponderado,24 meses,sura,12.5029
2021-08-01,sb 90-94 promedio ponderado,24 meses,sura,12.5823
2021-09-01,sb 90-94 promedio ponderado,24 meses,sura,10.7479
2021-10-01,sb 90-94 promedio ponderado,24 meses,sura,11.1286
2021-11-01,sb 90-94 promedio ponderado,24 meses,sura,11.0307
2021-12-01,sb 90-94 promedio ponderado,24 meses,sura,11.5038
2022-01-01,sb 90-94 promedio ponderado,24 meses,sura,9.1034
2022-02-01,sb 90-94 promedio ponderado,24 meses,sura,9.787
2022-03-01,sb 90-94 promedio ponderado,24 meses,sura,15.3372
2022-04-01,sb 90-94 promedio ponderado,24 meses,sura,9.596
2022-05-01,sb 90-94 promedio ponderado,24 meses,sura,8.2025
2022-06-01,sb 90-94 promedio ponderado,24 meses,sura,4.8351
2022-07-01,sb 90-94 promedio ponderado,24 meses,sura,5.5766
2022-08-01,sb 90-94 promedio ponderado,24 meses,sura,3.037
2022-09-01,sb 90-94 promedio ponderado,24 meses,sura,0.4359
2022-10-01,sb 90-94 promedio ponderado,24 meses,sura,2.0438
2022-11-01,sb 90-94 promedio ponderado,24 meses,sura,1.4634
2022-12-01,sb 90-94 promedio ponderado,24 meses,sura,0.9628
2023-01-01,sb 90-94 promedio ponderado,24 meses,sura,2.0991
2023-02-01,sb 90-94 promedio ponderado,24 meses,sura,0.5403
2023-03-01,sb 90-94 promedio ponderado,24 meses,sura,1.7878
2023-04-01,sb 90-94 promedio ponderado,24 meses,sura,0.6944
2023-05-01,sb 90-94 promedio ponderado,24 meses,sura,-0.0388
2023-06-01,sb 90-94 promedio ponderado,24 meses,sura,0.7204
2023-07-01,sb 90-94 promedio ponderado,24 meses,sura,1.0255
2023-08-01,sb 90-94 promedio ponderado,24 meses,sura,-0.8603
2023-09-01,sb 90-94 promedio ponderado,24 meses,sura,-1.1075
2023-10-01,sb 90-94 promedio ponderado,24 meses,sura,-2.7135
2023-11-01,sb 90-94 promedio ponderado,24 meses,sura,-0.1568
2023-12-01,sb 90-94 promedio ponderado,24 meses,sura,0.8917
2024-01-01,sb 90-94 promedio ponderado,24 meses,sura,2.3162
2024-02-01,sb 90-94 promedio ponderado,24 meses,sura,3.0994
2024-03-01,sb 90-94 promedio ponderado,24 meses,sura,2.5686
2024-04-01,sb 90-94 promedio ponderado,24 meses,sura,3.705
2024-05-01,sb 90-94 promedio ponderado,24 meses,sura,4.0566
2024-06-01,sb 90-94 promedio ponderado,24 meses,sura,7.0039
2024-07-01,sb 90-94 promedio ponderado,24 meses,sura,5.8174
2024-08-01,sb 90-94 promedio ponderado,24 meses,sura,9.6389
2024-09-01,sb 90-94 promedio ponderado,24 meses,sura,14.7415
2024-10-01,sb 90-94 promedio ponderado,24 meses,sura,12.7519
2024-11-01,sb 90-94 promedio ponderado,24 meses,sura,11.4327
2024-12-01,sb 90-94 promedio ponderado,24 meses,sura,9.6047
2025-01-01,sb 90-94 promedio ponderado,24 meses,sura,9.0424
2025-02-01,sb 90-94 promedio ponderado,24 meses,sura,11.9567
2025-03-01,sb 90-94 promedio ponderado,24 meses,sura,10.917
2025-04-01,sb 90-94 promedio ponderado,24 meses,sura,10.5255
2025-05-01,sb 90-94 promedio ponderado,24 meses,sura,12.518
2025-06-01,sb 90-94 promedio ponderado,24 meses,sura,12.2575
2025-07-01,sb 90-94 promedio ponderado,24 meses,sura,12.0268
2025-08-01,sb 90-94 promedio ponderado,24 meses,sura,14.5998
2025-09-01,sb 90-94 promedio ponderado,24 meses,sura,17.3427
2025-10-01,sb 90-94 promedio ponderado,24 meses,sura,19.2691
2025-11-01,sb 90-94 promedio ponderado,24 meses,sura,16.3124
2025-12-01,sb 90-94 promedio ponderado,24 meses,sura,14.3745
2019-12-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,6.3747
2020-01-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,6.2044
2020-02-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,6.3311
2020-03-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,4.1168
2020-04-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,5.5076
2020-05-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,7.1806
2020-06-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,8.0473
2020-07-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,8.5441
2020-08-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,9.3779
2020-09-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,9.0541
2020-10-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,11.0683
2020-11-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,14.0239
2020-12-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,15.3231
2021-01-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,15.0963
2021-02-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,13.9286
2021-03-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,12.8238
2021-04-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,13.0556
2021-05-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,13.8419
2021-06-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,12.5107
2021-07-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,12.8438
2021-08-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,12.9761
2021-09-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,11.6903
2021-10-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,12.228
2021-11-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,11.9864
2021-12-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,12.6098
2022-01-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,9.946
2022-02-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,9.9248
2022-03-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,13.1349
2022-04-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,8.8317
2022-05-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,7.4965
2022-06-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,4.3308
2022-07-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,5.1343
2022-08-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,3.2393
2022-09-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,0.7929
2022-10-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,2.4032
2022-11-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,2.0971
2022-12-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,1.5788
2023-01-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,2.764
2023-02-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,1.4373
2023-03-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,2.8228
2023-04-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,1.9331
2023-05-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,1.318
2023-06-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,1.7295
2023-07-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,1.8579
2023-08-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,-0.3827
2023-09-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,-1.0076
2023-10-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,-2.689
2023-11-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,0.0139
2023-12-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,0.9029
2024-01-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,2.9328
2024-02-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,4.0358
2024-03-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,3.5688
2024-04-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,4.4264
2024-05-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,5.4061
2024-06-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,8.0454
2024-07-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,6.5682
2024-08-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,9.4318
2024-09-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,13.9631
2024-10-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,12.1789
2024-11-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,11.0457
2024-12-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,9.6542
2025-01-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,8.9849
2025-02-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,11.0388
2025-03-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,9.4164
2025-04-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,8.9655
2025-05-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,10.9023
2025-06-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,11.0089
2025-07-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,11.1117
2025-08-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,13.5721
2025-09-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,16.5849
2025-10-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,18.8076
2025-11-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,15.3907
2025-12-01,sb 90-94 promedio ponderado,24 meses,xxi banorte,13.7555
2024-08-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,9.0932
2024-09-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,12.9797
2024-10-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,11.2449
2024-11-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,10.145
2024-12-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,8.7994
2025-01-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,8.4821
2025-02-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,10.7431
2025-03-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,9.8913
2025-04-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,9.5692
2025-05-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,11.0954
2025-06-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,11.1433
2025-07-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,11.169
2025-08-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,13.3388
2025-09-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,15.7544
2025-10-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,17.5154
2025-11-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,14.6909
2025-12-01,sb 95-99 promedio ponderado,24 meses,sb 95-99 promedio ponderado,12.9719
2024-08-01,sb 95-99 promedio ponderado,24 meses,azteca,8.8244
2024-09-01,sb 95-99 promedio ponderado,24 meses,azteca,12.3282
2024-10-01,sb 95-99 promedio ponderado,24 meses,azteca,10.7852
2024-11-01,sb 95-99 promedio ponderado,24 meses,azteca,9.4817
2024-12-01,sb 95-99 promedio ponderado,24 meses,azteca,8.1485
2025-01-01,sb 95-99 promedio ponderado,24 meses,azteca,7.6466
2025-02-01,sb 95-99 promedio ponderado,24 meses,azteca,10.2116
2025-03-01,sb 95-99 promedio ponderado,24 meses,azteca,9.6619
2025-04-01,sb 95-99 promedio ponderado,24 meses,azteca,9.4205
2025-05-01,sb 95-99 promedio ponderado,24 meses,azteca,10.5794
2025-06-01,sb 95-99 promedio ponderado,24 meses,azteca,10.2646
2025-07-01,sb 95-99 promedio ponderado,24 meses,azteca,10.4568
2025-08-01,sb 95-99 promedio ponderado,24 meses,azteca,12.5117
2025-09-01,sb 95-99 promedio ponderado,24 meses,azteca,14.7545
2025-10-01,sb 95-99 promedio ponderado,24 meses,azteca,16.2007
2025-11-01,sb 95-99 promedio ponderado,24 meses,azteca,13.3679
2025-12-01,sb 95-99 promedio ponderado,24 meses,azteca,11.7936
2024-08-01,sb 95-99 promedio ponderado,24 meses,banamex,9.7449
2024-09-01,sb 95-99 promedio ponderado,24 meses,banamex,14.1044
2024-10-01,sb 95-99 promedio ponderado,24 meses,banamex,11.9298
2024-11-01,sb 95-99 promedio ponderado,24 meses,banamex,10.8834
2024-12-01,sb 95-99 promedio ponderado,24 meses,banamex,9.7017
2025-01-01,sb 95-99 promedio ponderado,24 meses,banamex,9.4858
2025-02-01,sb 95-99 promedio ponderado,24 meses,banamex,11.5792
2025-03-01,sb 95-99 promedio ponderado,24 meses,banamex,10.2792
2025-04-01,sb 95-99 promedio ponderado,24 meses,banamex,9.6974
2025-05-01,sb 95-99 promedio ponderado,24 meses,banamex,11.3328
2025-06-01,sb 95-99 promedio ponderado,24 meses,banamex,11.5965
2025-07-01,sb 95-99 promedio ponderado,24 meses,banamex,11.7307
2025-08-01,sb 95-99 promedio ponderado,24 meses,banamex,14.2304
2025-09-01,sb 95-99 promedio ponderado,24 meses,banamex,16.8712
2025-10-01,sb 95-99 promedio ponderado,24 meses,banamex,18.8348
2025-11-01,sb 95-99 promedio ponderado,24 meses,banamex,15.4482
2025-12-01,sb 95-99 promedio ponderado,24 meses,banamex,13.6265
2024-08-01,sb 95-99 promedio ponderado,24 meses,coppel,7.6936
2024-09-01,sb 95-99 promedio ponderado,24 meses,coppel,11.0652
2024-10-01,sb 95-99 promedio ponderado,24 meses,coppel,9.5266
2024-11-01,sb 95-99 promedio ponderado,24 meses,coppel,8.3131
2024-12-01,sb 95-99 promedio ponderado,24 meses,coppel,6.9317
2025-01-01,sb 95-99 promedio ponderado,24 meses,coppel,6.639
2025-02-01,sb 95-99 promedio ponderado,24 meses,coppel,9.0666
2025-03-01,sb 95-99 promedio ponderado,24 meses,coppel,8.6684
2025-04-01,sb 95-99 promedio ponderado,24 meses,coppel,8.5306
2025-05-01,sb 95-99 promedio ponderado,24 meses,coppel,9.8154
2025-06-01,sb 95-99 promedio ponderado,24 meses,coppel,9.8624
2025-07-01,sb 95-99 promedio ponderado,24 meses,coppel,9.8688
2025-08-01,sb 95-99 promedio ponderado,24 meses,coppel,11.8931
2025-09-01,sb 95-99 promedio ponderado,24 meses,coppel,14.0566
2025-10-01,sb 95-99 promedio ponderado,24 meses,coppel,15.5589
2025-11-01,sb 95-99 promedio ponderado,24 meses,coppel,13.2346
2025-12-01,sb 95-99 promedio ponderado,24 meses,coppel,11.5318
2024-08-01,sb 95-99 promedio ponderado,24 meses,inbursa,8.8112
2024-09-01,sb 95-99 promedio ponderado,24 meses,inbursa,10.4806
2024-10-01,sb 95-99 promedio ponderado,24 meses,inbursa,9.0208
2024-11-01,sb 95-99 promedio ponderado,24 meses,inbursa,8.0395
2024-12-01,sb 95-99 promedio ponderado,24 meses,inbursa,7.0844
2025-01-01,sb 95-99 promedio ponderado,24 meses,inbursa,7.0536
2025-02-01,sb 95-99 promedio ponderado,24 meses,inbursa,8.7667
2025-03-01,sb 95-99 promedio ponderado,24 meses,inbursa,8.7419
2025-04-01,sb 95-99 promedio ponderado,24 meses,inbursa,9.188
2025-05-01,sb 95-99 promedio ponderado,24 meses,inbursa,10.1819
2025-06-01,sb 95-99 promedio ponderado,24 meses,inbursa,10.4076
2025-07-01,sb 95-99 promedio ponderado,24 meses,inbursa,10.6095
2025-08-01,sb 95-99 promedio ponderado,24 meses,inbursa,11.8767
2025-09-01,sb 95-99 promedio ponderado,24 meses,inbursa,13.3922
2025-10-01,sb 95-99 promedio ponderado,24 meses,inbursa,14.3889
2025-11-01,sb 95-99 promedio ponderado,24 meses,inbursa,12.9519
2025-12-01,sb 95-99 promedio ponderado,24 meses,inbursa,12.2307
2024-08-01,sb 95-99 promedio ponderado,24 meses,invercap,9.8503
2024-09-01,sb 95-99 promedio ponderado,24 meses,invercap,14.0237
2024-10-01,sb 95-99 promedio ponderado,24 meses,invercap,12.1975
2024-11-01,sb 95-99 promedio ponderado,24 meses,invercap,11.045
2024-12-01,sb 95-99 promedio ponderado,24 meses,invercap,9.7585
2025-01-01,sb 95-99 promedio ponderado,24 meses,invercap,9.3753
2025-02-01,sb 95-99 promedio ponderado,24 meses,invercap,11.3605
2025-03-01,sb 95-99 promedio ponderado,24 meses,invercap,10.0393
2025-04-01,sb 95-99 promedio ponderado,24 meses,invercap,9.7308
2025-05-01,sb 95-99 promedio ponderado,24 meses,invercap,11.119
2025-06-01,sb 95-99 promedio ponderado,24 meses,invercap,11.1284
2025-07-01,sb 95-99 promedio ponderado,24 meses,invercap,11.0613
2025-08-01,sb 95-99 promedio ponderado,24 meses,invercap,13.4462
2025-09-01,sb 95-99 promedio ponderado,24 meses,invercap,15.9107
2025-10-01,sb 95-99 promedio ponderado,24 meses,invercap,17.8705
2025-11-01,sb 95-99 promedio ponderado,24 meses,invercap,14.8513
2025-12-01,sb 95-99 promedio ponderado,24 meses,invercap,13.2619
2024-08-01,sb 95-99 promedio ponderado,24 meses,pensionissste,8.4341
2024-09-01,sb 95-99 promedio ponderado,24 meses,pensionissste,11.2977
2024-10-01,sb 95-99 promedio ponderado,24 meses,pensionissste,9.7562
2024-11-01,sb 95-99 promedio ponderado,24 meses,pensionissste,8.9903
2024-12-01,sb 95-99 promedio ponderado,24 meses,pensionissste,7.9419
2025-01-01,sb 95-99 promedio ponderado,24 meses,pensionissste,7.7086
2025-02-01,sb 95-99 promedio ponderado,24 meses,pensionissste,9.4419
2025-03-01,sb 95-99 promedio ponderado,24 meses,pensionissste,9.0238
2025-04-01,sb 95-99 promedio ponderado,24 meses,pensionissste,8.9403
2025-05-01,sb 95-99 promedio ponderado,24 meses,pensionissste,10.149
2025-06-01,sb 95-99 promedio ponderado,24 meses,pensionissste,9.9256
2025-07-01,sb 95-99 promedio ponderado,24 meses,pensionissste,9.9307
2025-08-01,sb 95-99 promedio ponderado,24 meses,pensionissste,11.2062
2025-09-01,sb 95-99 promedio ponderado,24 meses,pensionissste,12.9312
2025-10-01,sb 95-99 promedio ponderado,24 meses,pensionissste,13.7171
2025-11-01,sb 95-99 promedio ponderado,24 meses,pensionissste,12.1266
2025-12-01,sb 95-99 promedio ponderado,24 meses,pensionissste,11.0266
2024-08-01,sb 95-99 promedio ponderado,24 meses,principal,8.7793
2024-09-01,sb 95-99 promedio ponderado,24 meses,principal,12.8377
2024-10-01,sb 95-99 promedio ponderado,24 meses,principal,11.0246
2024-11-01,sb 95-99 promedio ponderado,24 meses,principal,9.7693
2024-12-01,sb 95-99 promedio ponderado,24 meses,principal,8.4973
2025-01-01,sb 95-99 promedio ponderado,24 meses,principal,8.1183
2025-02-01,sb 95-99 promedio ponderado,24 meses,principal,10.2144
2025-03-01,sb 95-99 promedio ponderado,24 meses,principal,9.2422
2025-04-01,sb 95-99 promedio ponderado,24 meses,principal,8.3229
2025-05-01,sb 95-99 promedio ponderado,24 meses,principal,9.4307
2025-06-01,sb 95-99 promedio ponderado,24 meses,principal,9.2135
2025-07-01,sb 95-99 promedio ponderado,24 meses,principal,9.2278
2025-08-01,sb 95-99 promedio ponderado,24 meses,principal,11.9736
2025-09-01,sb 95-99 promedio ponderado,24 meses,principal,15.016
2025-10-01,sb 95-99 promedio ponderado,24 meses,principal,17.0029
2025-11-01,sb 95-99 promedio ponderado,24 meses,principal,13.9028
2025-12-01,sb 95-99 promedio ponderado,24 meses,principal,12.0187
2024-08-01,sb 95-99 promedio ponderado,24 meses,profuturo,10.7223
2024-09-01,sb 95-99 promedio ponderado,24 meses,profuturo,14.6086
2024-10-01,sb 95-99 promedio ponderado,24 meses,profuturo,12.847
2024-11-01,sb 95-99 promedio ponderado,24 meses,profuturo,12.2483
2024-12-01,sb 95-99 promedio ponderado,24 meses,profuturo,11.182
2025-01-01,sb 95-99 promedio ponderado,24 meses,profuturo,11.1525
2025-02-01,sb 95-99 promedio ponderado,24 meses,profuturo,12.7932
2025-03-01,sb 95-99 promedio ponderado,24 meses,profuturo,11.6978
2025-04-01,sb 95-99 promedio ponderado,24 meses,profuturo,11.1499
2025-05-01,sb 95-99 promedio ponderado,24 meses,profuturo,12.923
2025-06-01,sb 95-99 promedio ponderado,24 meses,profuturo,13.2446
2025-07-01,sb 95-99 promedio ponderado,24 meses,profuturo,13.1084
2025-08-01,sb 95-99 promedio ponderado,24 meses,profuturo,15.1002
2025-09-01,sb 95-99 promedio ponderado,24 meses,profuturo,17.5168
2025-10-01,sb 95-99 promedio ponderado,24 meses,profuturo,19.7734
2025-11-01,sb 95-99 promedio ponderado,24 meses,profuturo,16.5183
2025-12-01,sb 95-99 promedio ponderado,24 meses,profuturo,14.6503
2024-08-01,sb 95-99 promedio ponderado,24 meses,sura,9.7413
2024-09-01,sb 95-99 promedio ponderado,24 meses,sura,14.8885
2024-10-01,sb 95-99 promedio ponderado,24 meses,sura,12.9261
2024-11-01,sb 95-99 promedio ponderado,24 meses,sura,11.5317
2024-12-01,sb 95-99 promedio ponderado,24 meses,sura,9.6577
2025-01-01,sb 95-99 promedio ponderado,24 meses,sura,9.0495
2025-02-01,sb 95-99 promedio ponderado,24 meses,sura,12.0298
2025-03-01,sb 95-99 promedio ponderado,24 meses,sura,10.94
2025-04-01,sb 95-99 promedio ponderado,24 meses,sura,10.5394
2025-05-01,sb 95-99 promedio ponderado,24 meses,sura,12.5809
2025-06-01,sb 95-99 promedio ponderado,24 meses,sura,12.3403
2025-07-01,sb 95-99 promedio ponderado,24 meses,sura,12.0848
2025-08-01,sb 95-99 promedio ponderado,24 meses,sura,14.6566
2025-09-01,sb 95-99 promedio ponderado,24 meses,sura,17.4701
2025-10-01,sb 95-99 promedio ponderado,24 meses,sura,19.3863
2025-11-01,sb 95-99 promedio ponderado,24 meses,sura,16.4414
2025-12-01,sb 95-99 promedio ponderado,24 meses,sura,14.4391
2024-08-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,9.6503
2024-09-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,14.059
2024-10-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,12.3113
2024-11-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,11.0944
2024-12-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,9.7778
2025-01-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,9.0275
2025-02-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,11.2688
2025-03-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,9.8673
2025-04-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,9.4163
2025-05-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,11.2929
2025-06-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,11.3495
2025-07-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,11.468
2025-08-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,14.072
2025-09-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,17.1792
2025-10-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,19.4498
2025-11-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,15.9127
2025-12-01,sb 95-99 promedio ponderado,24 meses,xxi banorte,14.2664
2019-12-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,6.3525
2020-01-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,6.6012
2020-02-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,6.4963
2020-03-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,3.6711
2020-04-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,4.9803
2020-05-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,6.5857
2020-06-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,7.2268
2020-07-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,7.6776
2020-08-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,8.4004
2020-09-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,8.025
2020-10-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,10.0695
2020-11-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,13.159
2020-12-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,13.8475
2021-01-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,14.0231
2021-02-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,12.7995
2021-03-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,11.6013
2021-04-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,11.6324
2021-05-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,12.0682
2021-06-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,10.7985
2021-07-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,11.1292
2021-08-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,10.7466
2021-09-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,9.4299
2021-10-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,9.6341
2021-11-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,9.4837
2021-12-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,9.9745
2022-01-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,7.6773
2022-02-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,8.0478
2022-03-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,11.1851
2022-04-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,7.2479
2022-05-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,6.0413
2022-06-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,3.2784
2022-07-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,3.8682
2022-08-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,1.9421
2022-09-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,-0.1413
2022-10-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,1.3784
2022-11-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,0.8365
2022-12-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,0.3771
2023-01-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,1.0524
2023-02-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,0.0551
2023-03-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,1.2836
2023-04-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,0.6584
2023-05-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,0.2111
2023-06-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,0.6752
2023-07-01,sb 1000 promedio ponderado,24 meses,sb 1000 promedio ponderado,0.8964
