fecha,tipo_recurso,plazo,afore,monto
2019-12-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,7.174
2020-01-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,7.4482
2020-02-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,7.6127
2020-03-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.7287
2020-04-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.9632
2020-05-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,8.4291
2020-06-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,9.2752
2020-07-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,9.3918
2020-08-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,9.3566
2020-09-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,9.1466
2020-10-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,8.4248
2020-11-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,8.0591
2020-12-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,8.7687
2021-01-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,9.5166
2021-02-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,7.9322
2021-03-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.2507
2021-04-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.3233
2021-05-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,4.909
2021-06-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.1656
2021-07-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.1382
2021-08-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.2238
2021-09-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,2.5474
2021-10-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.3196
2021-11-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.2754
2021-12-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.3646
2022-01-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,0.7967
2022-02-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,1.4897
2022-03-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.9228
2022-04-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,2.47
2022-05-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,2.5783
2022-06-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.0684
2022-07-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.749
2022-08-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.0344
2022-09-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,2.0213
2022-10-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,1.9589
2022-11-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,2.9721
2022-12-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,3.5862
2023-01-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.8152
2023-02-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,4.9023
2023-03-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.6804
2023-04-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.1001
2023-05-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.9961
2023-06-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.5847
2023-07-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.5959
2023-08-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,4.8696
2023-09-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.615
2023-10-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,4.7805
2023-11-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,7.7425
2023-12-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,7.7996
2024-01-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.9626
2024-02-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,8.0375
2024-03-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.9893
2024-04-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,4.6562
2024-05-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.5894
2024-06-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.2288
2024-07-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.363
2024-08-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,8.7964
2024-09-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,11.9233
2024-10-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,11.24
2024-11-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,7.3817
2024-12-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,5.3198
2025-01-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,6.7981
2025-02-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,8.7294
2025-03-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,10.7315
2025-04-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,12.4193
2025-05-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,12.2755
2025-06-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,12.6231
2025-07-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,11.8161
2025-08-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,11.3899
2025-09-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,11.0971
2025-10-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,13.5951
2025-11-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,13.8181
2025-12-01,sb pensiones promedio ponderado,12 meses,sb pensiones promedio ponderado,14.2737
2019-12-01,sb pensiones promedio ponderado,12 meses,azteca,6.5911
2020-01-01,sb pensiones promedio ponderado,12 meses,azteca,7.173
2020-02-01,sb pensiones promedio ponderado,12 meses,azteca,7.411
2020-03-01,sb pensiones promedio ponderado,12 meses,azteca,5.1784
2020-04-01,sb pensiones promedio ponderado,12 meses,azteca,5.4028
2020-05-01,sb pensiones promedio ponderado,12 meses,azteca,7.9555
2020-06-01,sb pensiones promedio ponderado,12 meses,azteca,8.5741
2020-07-01,sb pensiones promedio ponderado,12 meses,azteca,8.8977
2020-08-01,sb pensiones promedio ponderado,12 meses,azteca,8.9033
2020-09-01,sb pensiones promedio ponderado,12 meses,azteca,8.5435
2020-10-01,sb pensiones promedio ponderado,12 meses,azteca,7.7849
2020-11-01,sb pensiones promedio ponderado,12 meses,azteca,8.048
2020-12-01,sb pensiones promedio ponderado,12 meses,azteca,9.6312
2021-01-01,sb pensiones promedio ponderado,12 meses,azteca,9.9083
2021-02-01,sb pensiones promedio ponderado,12 meses,azteca,8.6468
2021-03-01,sb pensiones promedio ponderado,12 meses,azteca,8.7098
2021-04-01,sb pensiones promedio ponderado,12 meses,azteca,9.0595
2021-05-01,sb pensiones promedio ponderado,12 meses,azteca,6.3031
2021-06-01,sb pensiones promedio ponderado,12 meses,azteca,4.6963
2021-07-01,sb pensiones promedio ponderado,12 meses,azteca,4.5486
2021-08-01,sb pensiones promedio ponderado,12 meses,azteca,4.5218
2021-09-01,sb pensiones promedio ponderado,12 meses,azteca,3.9623
2021-10-01,sb pensiones promedio ponderado,12 meses,azteca,4.7712
2021-11-01,sb pensiones promedio ponderado,12 meses,azteca,3.8835
2021-12-01,sb pensiones promedio ponderado,12 meses,azteca,3.8652
2022-01-01,sb pensiones promedio ponderado,12 meses,azteca,1.4403
2022-02-01,sb pensiones promedio ponderado,12 meses,azteca,1.8974
2022-03-01,sb pensiones promedio ponderado,12 meses,azteca,4.0828
2022-04-01,sb pensiones promedio ponderado,12 meses,azteca,2.6797
2022-05-01,sb pensiones promedio ponderado,12 meses,azteca,3.2443
2022-06-01,sb pensiones promedio ponderado,12 meses,azteca,4.1135
2022-07-01,sb pensiones promedio ponderado,12 meses,azteca,4.6096
2022-08-01,sb pensiones promedio ponderado,12 meses,azteca,3.9388
2022-09-01,sb pensiones promedio ponderado,12 meses,azteca,3.4503
2022-10-01,sb pensiones promedio ponderado,12 meses,azteca,3.3991
2022-11-01,sb pensiones promedio ponderado,12 meses,azteca,4.5118
2022-12-01,sb pensiones promedio ponderado,12 meses,azteca,4.7268
2023-01-01,sb pensiones promedio ponderado,12 meses,azteca,6.6932
2023-02-01,sb pensiones promedio ponderado,12 meses,azteca,6.0516
2023-03-01,sb pensiones promedio ponderado,12 meses,azteca,6.737
2023-04-01,sb pensiones promedio ponderado,12 meses,azteca,7.1096
2023-05-01,sb pensiones promedio ponderado,12 meses,azteca,6.9845
2023-06-01,sb pensiones promedio ponderado,12 meses,azteca,7.3861
2023-07-01,sb pensiones promedio ponderado,12 meses,azteca,6.723
2023-08-01,sb pensiones promedio ponderado,12 meses,azteca,6.669
2023-09-01,sb pensiones promedio ponderado,12 meses,azteca,7.2437
2023-10-01,sb pensiones promedio ponderado,12 meses,azteca,6.8643
2023-11-01,sb pensiones promedio ponderado,12 meses,azteca,9.6688
2023-12-01,sb pensiones promedio ponderado,12 meses,azteca,9.1195
2024-01-01,sb pensiones promedio ponderado,12 meses,azteca,8.7751
2024-02-01,sb pensiones promedio ponderado,12 meses,azteca,9.6251
2024-03-01,sb pensiones promedio ponderado,12 meses,azteca,8.3382
2024-04-01,sb pensiones promedio ponderado,12 meses,azteca,7.1608
2024-05-01,sb pensiones promedio ponderado,12 meses,azteca,7.4926
2024-06-01,sb pensiones promedio ponderado,12 meses,azteca,7.0044
2024-07-01,sb pensiones promedio ponderado,12 meses,azteca,7.9092
2024-08-01,sb pensiones promedio ponderado,12 meses,azteca,8.8365
2024-09-01,sb pensiones promedio ponderado,12 meses,azteca,11.0535
2024-10-01,sb pensiones promedio ponderado,12 meses,azteca,10.1744
2024-11-01,sb pensiones promedio ponderado,12 meses,azteca,7.1533
2024-12-01,sb pensiones promedio ponderado,12 meses,azteca,6.2437
2025-01-01,sb pensiones promedio ponderado,12 meses,azteca,7.0981
2025-02-01,sb pensiones promedio ponderado,12 meses,azteca,8.6128
2025-03-01,sb pensiones promedio ponderado,12 meses,azteca,10.0957
2025-04-01,sb pensiones promedio ponderado,12 meses,azteca,11.8853
2025-05-01,sb pensiones promedio ponderado,12 meses,azteca,11.7914
2025-06-01,sb pensiones promedio ponderado,12 meses,azteca,12.3407
2025-07-01,sb pensiones promedio ponderado,12 meses,azteca,11.5233
2025-08-01,sb pensiones promedio ponderado,12 meses,azteca,11.9437
2025-09-01,sb pensiones promedio ponderado,12 meses,azteca,11.7896
2025-10-01,sb pensiones promedio ponderado,12 meses,azteca,13.6649
2025-11-01,sb pensiones promedio ponderado,12 meses,azteca,13.5192
2025-12-01,sb pensiones promedio ponderado,12 meses,azteca,13.3267
2019-12-01,sb pensiones promedio ponderado,12 meses,banamex,6.8238
2020-01-01,sb pensiones promedio ponderado,12 meses,banamex,7.3337
2020-02-01,sb pensiones promedio ponderado,12 meses,banamex,7.578
2020-03-01,sb pensiones promedio ponderado,12 meses,banamex,5.6146
2020-04-01,sb pensiones promedio ponderado,12 meses,banamex,6.0732
2020-05-01,sb pensiones promedio ponderado,12 meses,banamex,9.365
2020-06-01,sb pensiones promedio ponderado,12 meses,banamex,10.7511
2020-07-01,sb pensiones promedio ponderado,12 meses,banamex,10.7692
2020-08-01,sb pensiones promedio ponderado,12 meses,banamex,10.8961
2020-09-01,sb pensiones promedio ponderado,12 meses,banamex,10.669
2020-10-01,sb pensiones promedio ponderado,12 meses,banamex,8.8859
2020-11-01,sb pensiones promedio ponderado,12 meses,banamex,9.1705
2020-12-01,sb pensiones promedio ponderado,12 meses,banamex,11.1684
2021-01-01,sb pensiones promedio ponderado,12 meses,banamex,13.9106
2021-02-01,sb pensiones promedio ponderado,12 meses,banamex,9.3306
2021-03-01,sb pensiones promedio ponderado,12 meses,banamex,6.6077
2021-04-01,sb pensiones promedio ponderado,12 meses,banamex,5.6913
2021-05-01,sb pensiones promedio ponderado,12 meses,banamex,3.4078
2021-06-01,sb pensiones promedio ponderado,12 meses,banamex,1.2547
2021-07-01,sb pensiones promedio ponderado,12 meses,banamex,1.9564
2021-08-01,sb pensiones promedio ponderado,12 meses,banamex,1.7385
2021-09-01,sb pensiones promedio ponderado,12 meses,banamex,0.8207
2021-10-01,sb pensiones promedio ponderado,12 meses,banamex,3.2585
2021-11-01,sb pensiones promedio ponderado,12 meses,banamex,1.9568
2021-12-01,sb pensiones promedio ponderado,12 meses,banamex,1.7773
2022-01-01,sb pensiones promedio ponderado,12 meses,banamex,-4.1027
2022-02-01,sb pensiones promedio ponderado,12 meses,banamex,-0.931
2022-03-01,sb pensiones promedio ponderado,12 meses,banamex,3.1972
2022-04-01,sb pensiones promedio ponderado,12 meses,banamex,2.1393
2022-05-01,sb pensiones promedio ponderado,12 meses,banamex,1.8219
2022-06-01,sb pensiones promedio ponderado,12 meses,banamex,1.9622
2022-07-01,sb pensiones promedio ponderado,12 meses,banamex,1.8074
2022-08-01,sb pensiones promedio ponderado,12 meses,banamex,1.1577
2022-09-01,sb pensiones promedio ponderado,12 meses,banamex,-0.9658
2022-10-01,sb pensiones promedio ponderado,12 meses,banamex,-1.6728
2022-11-01,sb pensiones promedio ponderado,12 meses,banamex,0.4169
2022-12-01,sb pensiones promedio ponderado,12 meses,banamex,1.6947
2023-01-01,sb pensiones promedio ponderado,12 meses,banamex,5.8965
2023-02-01,sb pensiones promedio ponderado,12 meses,banamex,4.1114
2023-03-01,sb pensiones promedio ponderado,12 meses,banamex,5.7691
2023-04-01,sb pensiones promedio ponderado,12 meses,banamex,5.5866
2023-05-01,sb pensiones promedio ponderado,12 meses,banamex,5.185
2023-06-01,sb pensiones promedio ponderado,12 meses,banamex,6.3593
2023-07-01,sb pensiones promedio ponderado,12 meses,banamex,5.5699
2023-08-01,sb pensiones promedio ponderado,12 meses,banamex,4.3585
2023-09-01,sb pensiones promedio ponderado,12 meses,banamex,6.3444
2023-10-01,sb pensiones promedio ponderado,12 meses,banamex,5.0323
2023-11-01,sb pensiones promedio ponderado,12 meses,banamex,8.3071
2023-12-01,sb pensiones promedio ponderado,12 meses,banamex,7.53
2024-01-01,sb pensiones promedio ponderado,12 meses,banamex,5.8505
2024-02-01,sb pensiones promedio ponderado,12 meses,banamex,7.6694
2024-03-01,sb pensiones promedio ponderado,12 meses,banamex,4.4581
2024-04-01,sb pensiones promedio ponderado,12 meses,banamex,3.5874
2024-05-01,sb pensiones promedio ponderado,12 meses,banamex,4.7972
2024-06-01,sb pensiones promedio ponderado,12 meses,banamex,3.2646
2024-07-01,sb pensiones promedio ponderado,12 meses,banamex,4.1981
2024-08-01,sb pensiones promedio ponderado,12 meses,banamex,6.4908
2024-09-01,sb pensiones promedio ponderado,12 meses,banamex,10.2115
2024-10-01,sb pensiones promedio ponderado,12 meses,banamex,9.549
2024-11-01,sb pensiones promedio ponderado,12 meses,banamex,4.2629
2024-12-01,sb pensiones promedio ponderado,12 meses,banamex,1.9578
2025-01-01,sb pensiones promedio ponderado,12 meses,banamex,3.5572
2025-02-01,sb pensiones promedio ponderado,12 meses,banamex,6.3264
2025-03-01,sb pensiones promedio ponderado,12 meses,banamex,9.4246
2025-04-01,sb pensiones promedio ponderado,12 meses,banamex,11.742
2025-05-01,sb pensiones promedio ponderado,12 meses,banamex,10.8783
2025-06-01,sb pensiones promedio ponderado,12 meses,banamex,12.1907
2025-07-01,sb pensiones promedio ponderado,12 meses,banamex,11.7021
2025-08-01,sb pensiones promedio ponderado,12 meses,banamex,11.8475
2025-09-01,sb pensiones promedio ponderado,12 meses,banamex,10.9118
2025-10-01,sb pensiones promedio ponderado,12 meses,banamex,13.79
2025-11-01,sb pensiones promedio ponderado,12 meses,banamex,14.6952
2025-12-01,sb pensiones promedio ponderado,12 meses,banamex,15.1157
2019-12-01,sb pensiones promedio ponderado,12 meses,coppel,7.3686
2020-01-01,sb pensiones promedio ponderado,12 meses,coppel,7.2871
2020-02-01,sb pensiones promedio ponderado,12 meses,coppel,7.1894
2020-03-01,sb pensiones promedio ponderado,12 meses,coppel,6.6068
2020-04-01,sb pensiones promedio ponderado,12 meses,coppel,6.7203
2020-05-01,sb pensiones promedio ponderado,12 meses,coppel,7.7156
2020-06-01,sb pensiones promedio ponderado,12 meses,coppel,8.1591
2020-07-01,sb pensiones promedio ponderado,12 meses,coppel,8.6937
2020-08-01,sb pensiones promedio ponderado,12 meses,coppel,8.5743
2020-09-01,sb pensiones promedio ponderado,12 meses,coppel,8.2755
2020-10-01,sb pensiones promedio ponderado,12 meses,coppel,8.0806
2020-11-01,sb pensiones promedio ponderado,12 meses,coppel,7.51
2020-12-01,sb pensiones promedio ponderado,12 meses,coppel,7.4461
2021-01-01,sb pensiones promedio ponderado,12 meses,coppel,7.8214
2021-02-01,sb pensiones promedio ponderado,12 meses,coppel,7.7461
2021-03-01,sb pensiones promedio ponderado,12 meses,coppel,6.7955
2021-04-01,sb pensiones promedio ponderado,12 meses,coppel,7.4847
2021-05-01,sb pensiones promedio ponderado,12 meses,coppel,6.2136
2021-06-01,sb pensiones promedio ponderado,12 meses,coppel,4.9893
2021-07-01,sb pensiones promedio ponderado,12 meses,coppel,4.3428
2021-08-01,sb pensiones promedio ponderado,12 meses,coppel,4.5551
2021-09-01,sb pensiones promedio ponderado,12 meses,coppel,4.2867
2021-10-01,sb pensiones promedio ponderado,12 meses,coppel,4.5629
2021-11-01,sb pensiones promedio ponderado,12 meses,coppel,4.851
2021-12-01,sb pensiones promedio ponderado,12 meses,coppel,5.5214
2022-01-01,sb pensiones promedio ponderado,12 meses,coppel,3.7762
2022-02-01,sb pensiones promedio ponderado,12 meses,coppel,3.6289
2022-03-01,sb pensiones promedio ponderado,12 meses,coppel,5.6862
2022-04-01,sb pensiones promedio ponderado,12 meses,coppel,4.2343
2022-05-01,sb pensiones promedio ponderado,12 meses,coppel,4.4141
2022-06-01,sb pensiones promedio ponderado,12 meses,coppel,5.4447
2022-07-01,sb pensiones promedio ponderado,12 meses,coppel,5.9155
2022-08-01,sb pensiones promedio ponderado,12 meses,coppel,5.6764
2022-09-01,sb pensiones promedio ponderado,12 meses,coppel,5.6223
2022-10-01,sb pensiones promedio ponderado,12 meses,coppel,5.6847
2022-11-01,sb pensiones promedio ponderado,12 meses,coppel,5.9392
2022-12-01,sb pensiones promedio ponderado,12 meses,coppel,5.6891
2023-01-01,sb pensiones promedio ponderado,12 meses,coppel,7.2353
2023-02-01,sb pensiones promedio ponderado,12 meses,coppel,6.7447
2023-03-01,sb pensiones promedio ponderado,12 meses,coppel,6.633
2023-04-01,sb pensiones promedio ponderado,12 meses,coppel,6.6252
2023-05-01,sb pensiones promedio ponderado,12 meses,coppel,6.9562
2023-06-01,sb pensiones promedio ponderado,12 meses,coppel,6.5048
2023-07-01,sb pensiones promedio ponderado,12 meses,coppel,5.4149
2023-08-01,sb pensiones promedio ponderado,12 meses,coppel,4.686
2023-09-01,sb pensiones promedio ponderado,12 meses,coppel,4.0435
2023-10-01,sb pensiones promedio ponderado,12 meses,coppel,3.2672
2023-11-01,sb pensiones promedio ponderado,12 meses,coppel,6.7662
2023-12-01,sb pensiones promedio ponderado,12 meses,coppel,6.9426
2024-01-01,sb pensiones promedio ponderado,12 meses,coppel,7.1607
2024-02-01,sb pensiones promedio ponderado,12 meses,coppel,7.4403
2024-03-01,sb pensiones promedio ponderado,12 meses,coppel,6.1497
2024-04-01,sb pensiones promedio ponderado,12 meses,coppel,4.9963
2024-05-01,sb pensiones promedio ponderado,12 meses,coppel,5.5133
2024-06-01,sb pensiones promedio ponderado,12 meses,coppel,5.1992
2024-07-01,sb pensiones promedio ponderado,12 meses,coppel,7.5184
2024-08-01,sb pensiones promedio ponderado,12 meses,coppel,9.2429
2024-09-01,sb pensiones promedio ponderado,12 meses,coppel,12.427
2024-10-01,sb pensiones promedio ponderado,12 meses,coppel,11.5103
2024-11-01,sb pensiones promedio ponderado,12 meses,coppel,8.089
2024-12-01,sb pensiones promedio ponderado,12 meses,coppel,6.5921
2025-01-01,sb pensiones promedio ponderado,12 meses,coppel,7.1773
2025-02-01,sb pensiones promedio ponderado,12 meses,coppel,9.2473
2025-03-01,sb pensiones promedio ponderado,12 meses,coppel,11.3027
2025-04-01,sb pensiones promedio ponderado,12 meses,coppel,13.0415
2025-05-01,sb pensiones promedio ponderado,12 meses,coppel,12.8064
2025-06-01,sb pensiones promedio ponderado,12 meses,coppel,13.6296
2025-07-01,sb pensiones promedio ponderado,12 meses,coppel,12.1405
2025-08-01,sb pensiones promedio ponderado,12 meses,coppel,11.776
2025-09-01,sb pensiones promedio ponderado,12 meses,coppel,11.3304
2025-10-01,sb pensiones promedio ponderado,12 meses,coppel,13.7152
2025-11-01,sb pensiones promedio ponderado,12 meses,coppel,13.736
2025-12-01,sb pensiones promedio ponderado,12 meses,coppel,14.2433
2019-12-01,sb pensiones promedio ponderado,12 meses,inbursa,7.2777
2020-01-01,sb pensiones promedio ponderado,12 meses,inbursa,7.3849
2020-02-01,sb pensiones promedio ponderado,12 meses,inbursa,7.7949
2020-03-01,sb pensiones promedio ponderado,12 meses,inbursa,10.0059
2020-04-01,sb pensiones promedio ponderado,12 meses,inbursa,10.3568
2020-05-01,sb pensiones promedio ponderado,12 meses,inbursa,9.978
2020-06-01,sb pensiones promedio ponderado,12 meses,inbursa,10.3229
2020-07-01,sb pensiones promedio ponderado,12 meses,inbursa,9.7133
2020-08-01,sb pensiones promedio ponderado,12 meses,inbursa,9.2341
2020-09-01,sb pensiones promedio ponderado,12 meses,inbursa,9.3411
2020-10-01,sb pensiones promedio ponderado,12 meses,inbursa,8.5022
2020-11-01,sb pensiones promedio ponderado,12 meses,inbursa,7.3196
2020-12-01,sb pensiones promedio ponderado,12 meses,inbursa,7.2962
2021-01-01,sb pensiones promedio ponderado,12 meses,inbursa,7.4342
2021-02-01,sb pensiones promedio ponderado,12 meses,inbursa,7.0372
2021-03-01,sb pensiones promedio ponderado,12 meses,inbursa,3.9702
2021-04-01,sb pensiones promedio ponderado,12 meses,inbursa,3.4706
2021-05-01,sb pensiones promedio ponderado,12 meses,inbursa,3.5148
2021-06-01,sb pensiones promedio ponderado,12 meses,inbursa,2.6359
2021-07-01,sb pensiones promedio ponderado,12 meses,inbursa,3.0506
2021-08-01,sb pensiones promedio ponderado,12 meses,inbursa,3.5201
2021-09-01,sb pensiones promedio ponderado,12 meses,inbursa,3.2895
2021-10-01,sb pensiones promedio ponderado,12 meses,inbursa,3.9352
2021-11-01,sb pensiones promedio ponderado,12 meses,inbursa,5.8911
2021-12-01,sb pensiones promedio ponderado,12 meses,inbursa,5.3736
2022-01-01,sb pensiones promedio ponderado,12 meses,inbursa,4.6153
2022-02-01,sb pensiones promedio ponderado,12 meses,inbursa,4.3992
2022-03-01,sb pensiones promedio ponderado,12 meses,inbursa,4.9096
2022-04-01,sb pensiones promedio ponderado,12 meses,inbursa,4.9315
2022-05-01,sb pensiones promedio ponderado,12 meses,inbursa,4.7873
2022-06-01,sb pensiones promedio ponderado,12 meses,inbursa,5.5228
2022-07-01,sb pensiones promedio ponderado,12 meses,inbursa,6.1294
2022-08-01,sb pensiones promedio ponderado,12 meses,inbursa,5.6189
2022-09-01,sb pensiones promedio ponderado,12 meses,inbursa,4.4874
2022-10-01,sb pensiones promedio ponderado,12 meses,inbursa,4.4008
2022-11-01,sb pensiones promedio ponderado,12 meses,inbursa,3.6008
2022-12-01,sb pensiones promedio ponderado,12 meses,inbursa,5.1022
2023-01-01,sb pensiones promedio ponderado,12 meses,inbursa,5.397
2023-02-01,sb pensiones promedio ponderado,12 meses,inbursa,4.7269
2023-03-01,sb pensiones promedio ponderado,12 meses,inbursa,5.5267
2023-04-01,sb pensiones promedio ponderado,12 meses,inbursa,5.1477
2023-05-01,sb pensiones promedio ponderado,12 meses,inbursa,5.492
2023-06-01,sb pensiones promedio ponderado,12 meses,inbursa,4.9493
2023-07-01,sb pensiones promedio ponderado,12 meses,inbursa,4.0929
2023-08-01,sb pensiones promedio ponderado,12 meses,inbursa,3.9986
2023-09-01,sb pensiones promedio ponderado,12 meses,inbursa,5.1917
2023-10-01,sb pensiones promedio ponderado,12 meses,inbursa,5.4661
2023-11-01,sb pensiones promedio ponderado,12 meses,inbursa,7.0993
2023-12-01,sb pensiones promedio ponderado,12 meses,inbursa,6.5327
2024-01-01,sb pensiones promedio ponderado,12 meses,inbursa,7.1407
2024-02-01,sb pensiones promedio ponderado,12 meses,inbursa,7.5425
2024-03-01,sb pensiones promedio ponderado,12 meses,inbursa,6.2563
2024-04-01,sb pensiones promedio ponderado,12 meses,inbursa,5.9505
2024-05-01,sb pensiones promedio ponderado,12 meses,inbursa,6.6943
2024-06-01,sb pensiones promedio ponderado,12 meses,inbursa,7.5187
2024-07-01,sb pensiones promedio ponderado,12 meses,inbursa,8.8932
2024-08-01,sb pensiones promedio ponderado,12 meses,inbursa,10.3839
2024-09-01,sb pensiones promedio ponderado,12 meses,inbursa,11.6632
2024-10-01,sb pensiones promedio ponderado,12 meses,inbursa,10.7389
2024-11-01,sb pensiones promedio ponderado,12 meses,inbursa,9.0285
2024-12-01,sb pensiones promedio ponderado,12 meses,inbursa,8.096
2025-01-01,sb pensiones promedio ponderado,12 meses,inbursa,8.3953
2025-02-01,sb pensiones promedio ponderado,12 meses,inbursa,10.0687
2025-03-01,sb pensiones promedio ponderado,12 meses,inbursa,11.895
2025-04-01,sb pensiones promedio ponderado,12 meses,inbursa,12.5798
2025-05-01,sb pensiones promedio ponderado,12 meses,inbursa,12.5518
2025-06-01,sb pensiones promedio ponderado,12 meses,inbursa,12.0616
2025-07-01,sb pensiones promedio ponderado,12 meses,inbursa,11.394
2025-08-01,sb pensiones promedio ponderado,12 meses,inbursa,10.6454
2025-09-01,sb pensiones promedio ponderado,12 meses,inbursa,10.8397
2025-10-01,sb pensiones promedio ponderado,12 meses,inbursa,12.5345
2025-11-01,sb pensiones promedio ponderado,12 meses,inbursa,12.7689
2025-12-01,sb pensiones promedio ponderado,12 meses,inbursa,12.8281
2019-12-01,sb pensiones promedio ponderado,12 meses,invercap,7.2713
2020-01-01,sb pensiones promedio ponderado,12 meses,invercap,7.1886
2020-02-01,sb pensiones promedio ponderado,12 meses,invercap,7.1278
2020-03-01,sb pensiones promedio ponderado,12 meses,invercap,6.8618
2020-04-01,sb pensiones promedio ponderado,12 meses,invercap,6.5597
2020-05-01,sb pensiones promedio ponderado,12 meses,invercap,7.7514
2020-06-01,sb pensiones promedio ponderado,12 meses,invercap,8.6368
2020-07-01,sb pensiones promedio ponderado,12 meses,invercap,8.6867
2020-08-01,sb pensiones promedio ponderado,12 meses,invercap,8.6945
2020-09-01,sb pensiones promedio ponderado,12 meses,invercap,8.4785
2020-10-01,sb pensiones promedio ponderado,12 meses,invercap,7.9122
2020-11-01,sb pensiones promedio ponderado,12 meses,invercap,7.2824
